update_date,text,categories_list,num_categories,cluster
2018-10-18,character integral zeta ad derivation formula zeta arbitrary field dimensional anti sitter ad spacetime expressed integral transform corresponding character thereby extending result arxiv ad ad arbitrary dimension integration variable associated character recast explicit derivative explicit derivative expression presented ad,['hep-th'],1,2
2022-07-20,class hermitian hamiltonians tridiagonal matrix hermitian hamiltonian operator tridiagonal matrix quasi hermitian similar hermitian operator class hamiltonian operator discussed transformation hermitian positive definite diagonal difference boundary condition periodic one theoretical result mean model,['quant-ph'],1,2
2021-01-25,realistic boundary simulation underground construction isogeometric analysis development boundary bem make user friendly suitable realistic geomechanics especially underground excavation tunnelling innovation refer isogeometric concept elasto plastic analysis ground support isogeometric concept description excavation boundary result le user analysis effort since complex geometry modelled parameter degree freedom mesh generation heterogeneous inelastic ground condition domain discretisation isogeometric method result minimum user effort method presented modelling rock bolt comparison result test example method analytical solution confirm efficiency accuracy implementation practical complex geometry presented,"['math.NA', 'cs.NA']",2,4
2023-06-14,self similarity power law resolved spectrum grb grb grb grb shortened aim identify verify bdhne property additional source grba grbb grba contrast result one bdhn source grba identified source following analysis grb companion gev radiation following upe source spectral property afterglow emission mass estimate following result presented companion method result result spectral analysis validated common property bdhne episode self similar structure associated power law upe profound similarity result made step forward taxonomy grbs evidencing standard composition bdhn open opportunity vaster inquire astrophysical nature component population synthesis formation bdhn occurs accretion ejecta tight binary neutron star companion reach critical mass formation rise bdhne contrasted conclusion far reaching discovery self similarity power law extensively confirmed thanks conclusion presented companion paper lead existence discrete quantized repetitive polarized emission gev mev observed fermi gbm fermi lat timescale short result path discovery physical law,['astro-ph.HE'],1,6
2022-10-18,demystifying cnns image matched filter success convolution neural network cnn revolutionising intelligent machine big data era despite success cnns consistently put scrutiny owing textit black box nature textit hoc manner construction together lack theoretical support physical meaning operation prohibitive quantitative qualitative understanding cnns sensitive area health issue demystify operation cnns employing perspective matched filtering illuminate convolution operation core cnns represents matched filter aim identify presence feature input data serf vehicle interpret convolution activation pooling chain cnns theoretical umbrella matched filtering common operation signal processing example experiment connection whereby learning cnns matched filtering shed light onto physical meaning learnt parameter layer hope material insight understanding constructing analysing cnns paving developing method architecture cnns,"['cs.CV', 'eess.SP']",2,0
2023-06-02,phonon mediated superconductivity ternary silicide cosi superconducting property synthesized ternary silicide unit formula cosi investigated textit initio calculation combined eliashberg interestingly crystal comprises interlocking honeycomb network atom cosi harbor condition phonon mediated superconductivity posse density state fermi level fostering stronger electron phonon coupling superconducting critical temperature c follow trend cosi twice cosi furthermore calculated c value agree excellently experimentally one establishing superconductivity material class mediated electron phonon coupling furthermore calculation superconducting property compound simply correlate parameter honeycomb network contrary proposal raised literature rather complete fermiology phonon spectrum respective superconducting property,['cond-mat.supr-con'],1,7
2022-10-12,rovibrational specific qct master equation text text sigma g text text text text text text system energy collision present investigation energy transfer dissociation mechanism text text sigma g text text text text text text system rovibrational specific quasi classical trajectory qct master equation analysis complete kinetic data qct allows depth investigation zel dovich mechanism formation text molecule microscopic macroscopic scale master equation analysis demonstrates lying vibrational state text text dominant contribution text formation corresponding extinction text exchange considered temperature nearly dissociation process text text occurs molecular quasi steady q regime amount zel dovich reaction q approximation zel dovich mechanism lead overestimation text production factor temperature breakdown approximation profound consequence approach heavily rely validity q assumption hypersonic application investigation rovibrational population dynamic reveals substantial similarity among chemical system energy transfer dissociation process providing promising physical foundation reduced strategy chemical system loss accuracy,['physics.chem-ph'],1,7
2018-03-15,lossy quasi guided dual mode optical waveguide exhibiting exceptional singularity explore exceptional point dual mode symmetric planar optical waveguide transverse variation inhomogeneous loss profile modal evolution alongside reported selective optical mode conversion,['physics.optics'],1,7
2021-04-06,quantum sensing spin fluctuation magnetic insulator film perpendicular anisotropy nitrogen vacancy center optically active atomic defect diamond applied emerging quantum sensing imaging network effort showing unprecedented field sensitivity nanoscale spatial resolution advantage excellent quantum coherence controllable entanglement fidelity operation enabling opportunity outperform classical counterpart exploiting cutting edge quantum metrology report noninvasive measurement intrinsic spin fluctuation magnetic insulator thin film spontaneous plane magnetization measured field dependence relaxation rate correlated variation magnon density band magnetic sample access conventional magnetometry method result highlight opportunity offered center diagnosing noise environment functional magnetic element providing valuable information design generation density scalable spintronic device,"['cond-mat.mes-hall', 'cond-mat.mtrl-sci', 'quant-ph']",3,5
2018-01-31,dimensional crossover orbital dynamic polar distorted transition anti spacetime topologically protected superfluid phase allow simulate aspect relativistic quantum field theory quantum gravity condensed matter topological lifshitz transition quantum vacuum determinant tetrad field change sign crossing vacuum degenerate fermionic metric transition realized polar distorted superfluid term tetrad field emerging vicinity superfluid gap node tetrad weyl point chiral degenerate tetrad vicinity dirac nodal line polar continuous transition polar transition weyl node dirac nodal line back allows follow behavior fermionic bosonic action sign tetrad determinant change chiral space transforms anti chiral anti spacetime condensed matter realization demonstrates original fermionic action analytic across transition action orbital degree freedom pseudo field gravity analytic behavior action pseudo field vacuum weyl fermion contains modulus tetrad determinant vacuum degenerate metric polar nodal line effectively dirac fermion patch lead analytic qed action vicinity dirac line,['cond-mat.supr-con'],1,5
2022-11-30,local analogue ghost bergdall pollack formulate local analogue ghost bergdall pollack essentially relies purely gl q p combinatorial property ghost newton polygon giving characterization vertex newton polygon proving integrality slope forthcoming sequel local ghost mild hypothesis arithmetic application,['math.NT'],1,9
2019-04-10,green bank ammonia survey virial analysis gould belt cloud data release virial analysis starless dense core nearby star forming region ophiuchus ngc perseus taurus analysis take advantage kinematic information dense gas region made green bank ammonia survey data release estimate internal support collapse combine information ancillary data estimate property core continuum data james clerk maxwell telescope gould belt survey core identification core mass core size additionally textit planck textit herschel column density map external cloud weight pressure college radio astronomy observatory observation external turbulent pressure self consistent analysis suggests dense core star forming region gravity alone rather additional pressure confinement remain unlike similar orion turbulent pressure represents portion external pressure budget broad emphasizing importance pressure confinement dense core evolution agrees earlier,['astro-ph.GA'],1,6
2019-01-23,emergence torsion continuum limit distributed edge dislocation homogenization distributed dislocation sequence locally flat riemannian manifold dislocation singularity sequence converges dislocation become denser flat singular weitzenb ock manifold flat manifold endowed metrically consistent connection curvature torsion notion convergence weitzenb ock manifold relevant class homogenization problem,['math.DG'],1,2
2018-06-27,limit light weakly interacting massive particle time day data cdex report result light weakly interacting massive particle wimp search cdex germanium detector array immersed liquid nitrogen china jinping underground laboratory physic data size day analysis threshold evee improved limit time time confidence level spin independent spin dependent wimp nucleon section respectively wimp mass chi gev achieved reach chi extended gev,"['hep-ex', 'physics.ins-det']",2,1
2019-11-01,optical light curve xte uma mass black hole spectrum stellar optical photometric observation uma black hole ray nova quiescent presented flickering light curve detected although average brightness faded approx day change average brightness accompanied increase decrease flickering modelling light curve inclination uma orbit black hole mass circ circ div odot dependently mass ratio stellar spectrum lambda div fitted power law lambda sim lambda alpha alpha approx accretion disk orientation angle changed epoch another spot star inadequate evolutionary calculation machine code mass ray binary discovered anomalously rapid decrease orbital period showed observed decrease consistent magnetic stellar wind optical companion magnetic field increased common envelope stage several constraint evolutionary parameter done,"['astro-ph.HE', 'astro-ph.SR']",2,6
2020-10-05,weak strong uniqueness elastic plate interacting navier stokes equation weak strong uniqueness stability result motion dimensional fluid governed navier stokes equation interacting flexible elastic plate koiter plate situated top fluid determines changing domain hence containing fluid uniqueness consequence stability estimate difference solution estimated distance initial value outer force overcomes domain fluid velocity pressure estimate hold assumption weak solution posse additional regularity additional regularity exclusively requested velocity solution resembling celebrated ladyzhenskaya prodi serrin condition,['math.AP'],1,10
2021-10-27,adaptive machine learning varying system dimensional latent space tuning machine learning tool encoder decoder convolutional neural network cnn represent incredibly complex nonlinear function map combination image scalar cnns map combination accelerator parameter image projection space distribution charged particle beam transported particle accelerator location despite strength applying varying system system shifting distribution especially system collecting data training impractical interrupt operation particle accelerator varying system collecting training data requires lengthy dedicated beam measurement longer regular operation adaptive varying system map dimensional input combination scalar parameter image dimensional latent space encoder encoder decoder cnn actively tune dimensional latent space complex dynamic addition adaptively tuned feedback vector decoder section build back image dimensional space density representation allows learn correlation quickly tune characteristic incredibly system track evolution feedback massive data set training,"['cs.LG', 'physics.acc-ph', 'stat.ML']",3,0
2021-07-19,domain whose ideal meet universal restriction represent nonzero ideal resp ideal integral domain neq ideal say meet denoted vartriangleleft contained ideal satisfying vartriangleleft dim controlled vartriangleleft imply vartriangleleft vartriangleleft implies vartriangleleft usually say meet twist vartriangleleft contained ideal satisfying vartriangleleft predecessor modification generalization almost bezout domain,['math.AC'],1,2
2019-09-16,axion dark matter higgs inflation intermediate accommodate qcd axion dark matter peccei quinn symmetry broken inflation relatively inflation invoked avoid bound isocurvature fluctuation lesssim mathcal gev standard higgs field minimally coupled palatini gravity act inflaton inflation sim gev energy symmetry break much larger inflation required axion mass axion constitutes lesssim quartic higgs self coupling lambda phi correspond breaking sigma gtrsim gev tensor scalar ratio sim experiment sensitive relevant qcd axion mass therefore shed light physic universe inflation,"['astro-ph.CO', 'gr-qc', 'hep-ph', 'hep-th']",4,1
2019-05-30,bipartite partition connected factor small degree every partition connected bipartite partition connected factor vertex h lceil frac g rceil said partition connected contains edge disjoint spanning tree conclude tough enough graph appropriate vertex bipartite partition connected factor maximum degree tough enough graph least admit bipartite connected factor whose degree lie,['math.CO'],1,9
2021-10-20,dynamic relationship crude oil price macroeconomic variable ghana analysis investigates effect crude oil price inflation rate ghana data bank ghana data repository augmented dickey fuller phillips perron test test presence otherwise unit root relationship among variable stationarity test showed variable either integrated integrated autoregressive distributed lag bound test adopted examine cointegration among variable result showed positive relationship crude oil price inflation run short run coefficient period lag inflation negative statistically insignificant short run period lag inflation positive show negative relationship crude oil price rate finding recommended government ghana strengthen efficiency public transport help reduce transport fare shield poor implication oil price increase ghana,['stat.AP'],1,4
2023-04-13,refined application kato euler system modular form refined application kato euler system modular form weight prime ordinary one sided divisibility main finiteness selmer group mazur tate fitting ideal selmer group cyclotomic extension interpretation iwasawa main triviality kato kolyvagin system structural application application birch swinnerton dyer discussed,['math.NT'],1,2
2023-05-03,noise induced universal diffusive transport fermionic chain develop microscopic transport randomly fermionic linear dynamic arise competition noisy static coupling diffusion regardless ballistic transport stark localization clean limit universal diffusive behavior attributed noise induced arising equation motion small momentum mapping noise averaged equation motion dimensional hermitian hopping analytically solve diffusion constant scale monotonically noise strength revealing region suppressed diffusion interplay onsite bond dephasing noise linear onsite dephasing diffusion constant vanishes indicating emergent localization hand equation becomes diffusion equation strong bond dephasing unaffected additional arbitrarily strong static term commute local charge density density interaction enters continuum scattering state noise vanishes reemerges exceptional spectrum scattering transition characterize fate stark localization presence noise,"['cond-mat.str-el', 'quant-ph']",2,10
2018-03-16,stability analysis dynamic dissipation inequality merging frequency domain technique domain condition complete link dissipation celebrated stability analysis integral quadratic constraint achieved stability characterization feedback interconnection notion horizon integral quadratic constraint terminal main benefit open opportunity guaranteeing constraint transient response trajectory feedback loop stability parametric robustness generate tight robustly invariant ellipsoid basis classical frequency domain stability test illustration,['math.OC'],1,4
2022-03-31,hopf cocycles associated pointed copointed deformation explicit description hopf cocycles involved classification dimensional pointed copointed hopf algebra symmetric letter cocycles exponential hochschild cocycles one pure,['math.QA'],1,8
2023-03-22,life prediction hard disk distributed datacenters daily basis data center huge volume data backed proliferation inexpensive hard disk data stored disk serve critical functional need financial healthcare aerospace premature disk failure consequent loss data catastrophic mitigate risk failure cloud storage provider monitoring replace hard disk fail estimating remaining useful life hard disk drive predict failure device replace ensuring maximum utilization whilst reducing operational cost predictive analysis severely skewed health statistic data incorporating customized engineering suite sequence learner past suggests lstms excellent predicting remaining useful life encoder decoder lstm gained understanding health statistic sequence aid predicting sequence day remaining disk potentially fails model trained tested across exhaustive year health data circulation backblaze disk instance close knowledge gap full training achieves thousand device advance providing tangible metric evaluation generalization practitioner looking extend workflow year health data circulation across disk manufacturer encoder decoder lstm posted rmse training testing exhaustive data generalize competitively drive seagate,"['cs.LG', 'cs.DC']",2,4
2018-09-21,multi modal convolutional neural network brain tumor segmentation multi modal convolutional neural network cnn brain tumor segmentation combine modality cnn adapt fusion method previously employed video recognition brain tumor segmentation efficiency term memory experiment brat dataset lead learning separate representation modality combining brain tumor segmentation could increase cnn system,['cs.CV'],1,0
2020-06-24,turbulent rayleigh nard convection strong vertical magnetic field direct simulation carried flow transport property turbulent rayleigh nard convection cylindrical cell ratio imposed axial magnetic field flow prandtl rayleigh hartmann number considered result consistent earlier data anticipated heat transfer rate kinetic energy suppressed strong magnetic field growth rayleigh faster flow hartmann number behaviour attributed newly discovered flow regime characterized prominent quasi dimensional structure reminiscent vortex sheet observed earlier simulation magnetohydrodynamic turbulence rotating wall mode similar rayleigh nard convection rotation flow near chandrasekhar linear stability limit analysis spatial flow global transport property reported,['physics.flu-dyn'],1,7
2022-03-09,contextualized scene imagination generative commonsense reasoning human natural language compose common concept environment plausible day day scene description generative commonsense reasoning gcsr skill lacking text generation method descriptive sentence arbitrary concept generated neural text generation model trained text text transformer grammatically fluent correspond human common sense largely lack mechanism relation identify implicit concept generalizable reasoning unseen composition imagine verbalize learns imagine relational scene knowledge skg relation input concept leverage skg constraint generating plausible scene description collect harmonize knowledge resource domain modality providing rich auxiliary supervision signal experiment effectiveness improving language model sentence story generation task enabling learn fewer example generate skgs common sense human annotator,['cs.CL'],1,3
2021-01-11,ratio derangement permutation digraph dense permutation digraph bijection rightarrow either fix derangement permutation fix vertex proved digraph ratio derangement permutation answering posed ratio derangement permutation digraph dense interval,['math.CO'],1,9
2022-04-27,scalable apache spark extraction approach huge protein sequence clustering analysis genome sequencing project rapidly increasing dimensional protein sequence datasets clustering dimensional protein sequence dataset traditional machine learning approach pose challenge extraction method exist extracting feature million protein sequence becomes impractical scalable algorithm therefore extraction extract feature scalable extraction approach extracting feature huge protein sequence apache spark termed spf dimensional scalable protein scpsf dimensional scalable occurrence probability specific spf scpsf approach statistical property amino acid create fixed length numeric vector represents protein sequence term dimensional dimensional feature respectively preprocessed huge protein sequence input clustering algorithm scalable random sampling iterative optimization fuzzy mean srsio fcm scalable literal fuzzy mean slfcm clustering conducted experiment soybean protein datasets effectiveness extraction method spf scpsf existing extraction method srsio fcm slfcm clustering algorithm reported result term silhouette index davy bouldin index spf extraction srsio fcm slfcm clustering algorithm achieves result scpsf existing extraction approach,"['q-bio.QM', 'cs.AI', 'cs.LG']",3,3
2021-08-10,knowledge accumulating pattern learning artificial intelligence decade achievement great progress deep learning show solve problem image classification detection natural language processing playing theoretically speaking artificial neural network reinforcement learning learn delayed reward solving task still spend lot effort adjust algorithm unique feature reason phenomenon sparse feedback nature algorithm matter improve solve dense feedback task specific sparse feedback task analysis sparse feedback affect algorithm perfomance pattern explains accumulate knowledge solve sparse feedback problem,['cs.AI'],1,0
2021-05-25,coupling power law offer powerful problem biodiversity covid fatality prediction power law natural physical biological astronomic meteorological geological man made social financial computational phenomenon magnitude although underlying mechanism always clear statistic power law distribution data exceptionally normal gaussian distribution fails nevertheless predicting power law phenomenon notoriously idiosyncratic property lack defined average potentially unbounded variance tpl taylor power law power law discovered characterize spatial temporal distribution biological population extended spatiotemporal heterogeneity distribution human microbiomes natural artificial system fitness distribution computational artificial intelligence power law exponential cutoff plec variant power law taper exponential growth power law ultimately particularly useful predictive problem biodiversity estimation turning prediction covid infection fatality coupling integration tpl plec offer improved prediction power law phenomenon coupling take advantage variance prediction tpl asymptote estimation plec delivers confidence interval asymptote integrated estimation dark biodiversity turning covid fatality expect integrative application duel relationship power law normal statistical distribution,"['cs.CY', 'q-bio.QM']",2,4
2018-10-03,action nambu dynamic spin degree freedom formulation action linear nambu flow explicitly take defining property nambu mechanic relevance showing shell state superposition thereof define transition amplitude quantization larmor precession magnetic moment highlight relation fluctuation longitudinal transverse component magnetization formulation consistent commutative geometry torus latter consistent discretization former,"['cond-mat.mes-hall', 'hep-lat', 'quant-ph']",3,7
2022-03-07,random quantum neural network rqnn noisy image recognition classical random neural network rnns demonstrated application decision making signal processing image recognition task implementation limited deterministic digital system probability distribution lieu stochastic behavior random spiking signal class supervised random quantum neural network rqnns robust training strategy exploit random nature spiking rnn rqnn employ hybrid classical quantum algorithm superposition amplitude encoding feature inspired quantum information brain spatial temporal stochastic spiking neuron information encoding extensively validated rqnn relying hybrid classical quantum algorithm pennylane quantum simulator limited emph qubits experiment mnist fashionmnist kmnist datasets rqnn achieves average classification accuracy additionally finding rqnn effectiveness resilience noisy setting image classification accuracy compared classical counterpart rnns classical spiking neural network snns classical convolutional neural network alexnet furthermore rqnn deal noise useful application computer vision nisq device pytorch code made github reproduce result reported manuscript,"['quant-ph', 'cs.CV', 'eess.IV']",3,0
2019-06-03,gravitational wave gauged additional gauge interaction promising extension standard particle physic among others gauge symmetry particularly interesting address origin majorana mass neutrino naturally lead tiny light neutrino mass seesaw mechanism symmetry breaking extra gauge symmetry higgs sector early universe exhibit transition hence generate enough amplitude stochastic gravitational wave radiation detectable experiment,"['hep-ph', 'astro-ph.CO']",2,1
2020-07-03,evaluation contemporary convolutional neural network architecture detecting covid chest radiograph interpreting chest radiograph chest ray image diagnostic tool medical professional detect identify disease plague patient although image contain wealth valuable information usefulness limited interpreted especially reviewing radiologist fatigued experienced radiologist unavailable deep learning model chest radiograph yielded impressive result instance model outperformed practicing radiologist amidst covid pandemic researcher explored said deep model detect covid infection radiograph help ease strain medical resource train architecture chest radiograph analysis varying condition issue discount impressive performance contemporary study subject methodology train model yield result code script trained model visualization,"['eess.IV', 'cs.CV', 'cs.LG']",3,0
2023-03-27,investigation free jet supersonic nozzle report investigation improve shape supersonic nozzle rarefied flow generate axial density extended distance nozzle reported molecular jet beam application center line density narrow jet profile parabolic nozzle whose profile generated virtual source free expansion conical nozzle cone angle simulation experiment nozzle made additive manufacturing ab satisfactory axial density lateral spread jet measured pitot tube assembly accuracy operational limit pitot tube rarefied flow quantified established mathematical empirical model sonic nozzle demonstrates parabolic nozzle comparable slightly compared conical counterpart parabolic profile optimizing opening angle conical nozzle length,"['physics.flu-dyn', 'physics.atm-clus']",2,7
2018-07-04,skyrme cal yang mill compact ade gauge mathbb time cal cal interval maximally supersymmetric extension appears compactification cal superconformal field mathbb time cong cal time sphere puncture energy limit length cal becomes small yang mill reduces nonlinear sigma mathbb lie target space contains infinite tower interacting field whose infrared derivative skyrme maximally supersymmetric generalization hyper ahler sigma target space briefly discussed,"['hep-th', 'math-ph', 'math.MP']",3,2
2021-09-15,toward rational ethical sociotechnical autonomous vehicle multi criterion decision analysis expansion artificial intelligence autonomous system generate enormous social raising ethical safety concern technology increasingly adopted transportation survey vehicle technology approximately respondent smartphone assist travel top application navigation traffic information system among smartphones commute top application navigation entertainment pressing relevant social concern allow development system intelligent agent informed cognizant ethical standard facilitate responsible integration system society applied multi criterion decision analysis mcda develop formal multi attribute assessment maia questionnaire examining social ethical issue associated uptake focused domain autonomous vehicle av imminent expansion av could serve stand domain intelligent autonomous agent interact human either individual level pedestrian passenger societal level,"['cs.CY', 'cs.AI']",2,4
2020-09-29,quantization hamiltonian coaction twist notion quantum hamiltonian action hopf algebra endowed drinfel twist resp cocycles define classical hamiltonian action poisson lie group compatible cocycle stucture concrete allows classical momentum map quantum momentum map hopf coaction quantize drinfel,['math.QA'],1,8
2023-06-02,babel boole logical organization information decomposition conventional partial information decomposition pid redundancy specifying measure redundant information collection source variable induces pid moebius inversion redundancy lattice despite prevalence ongoing examining lens base concept information synergy unique information union information yet understanding logical organization concept associated pid remains elusive apply mereological formulation pid shed light mereological base concept expressed term condition phrased formal logic specific parthood relation pid component mutual information term forth pattern logical condition pid base concept literature special case reveals base concept call vulnerable information,"['cs.IT', 'math.IT']",2,4
2022-01-12,vio delayed marginalization visual inertial odometry vio monocular visual inertial odometry technique delayed marginalization pose bundle adjustment vio performs photometric bundle adjustment dynamic weight visual residual adopt marginalization popular strategy keep update constrained easily reversed linearization point connected variable fixed overcome delayed marginalization idea maintain factor marginalization delayed allows later readvance delayed yielding updated marginalization prior consistent linearization point addition delayed marginalization enables inject imu information already marginalized state foundation pose bundle adjustment imu initialization contrast prior work imu initialization full photometric uncertainty improving estimation cope initially unobservable continue optimize gravity direction main imu initialization complete euroc tum season datasets comprise flying drone handheld automotive scenario thanks imu initialization exceeds visual inertial odometry outperforming stereo inertial method camera imu code published,"['cs.CV', 'cs.RO']",2,4
2021-01-28,clustering vanet algorithm challenge clustering vehicular hoc network vanet several vehicle join common feature mobility clustering strategy common vanet clustering machine learning fuzzy logic algorithm basis vanet clustering algorithm vanet clustering algorithm machine learning fuzzy logic algorithm cluster stable network mobility nemo multi hop strategy vanet clustering mobility clustering strategy presented existing literature review intelligence mobility multi hop strategy still missing vanet clustering review presented classification intelligence clustering algorithm mobility algorithm multi hop algorithm analysis mobility metric evaluation criterion challenge direction machine learning fuzzy logic mobility nemo multi hop clustering algorithm,['cs.NI'],1,4
2022-01-17,extinction mapping milky convolutional neural network presentation demonstration carina arm region several method build extinction map milky bayesian approach although study employed machine learning method procedure specific target extinction map volume solely neural network reported far aim aim apply deep learning build extinction map method built convolutional neural network cnn cianna trained synthetic mass data besan galaxy generate mock star catalog gaussian random field simulate extinction profile data computed color magnitude diagram cmds train network corresponding extinction profile target forward pas observed mass cmds extinction profile estimate grid line sight result trained network data simulating line sight area carina spiral arm tangent extinction map sector region deg deg distance angular resolution arcmin respectively reaching sim kpc although sightline computed independently forward finger god artifact weaker extinction map cnn taking advantage redundancy across line sight enabling train sightlines simultaneously build whole map conclusion deep learning produce extinction map survey expect easily combine heterogeneous survey matching therefore exploit several survey complementary fashion,['astro-ph.GA'],1,0
2021-12-21,measurement alpha particle monopole transition factor challenge energy puzzle nuclear force systematic alpha particle excitation ground resonance monopole transition factor investigated electron scattering broad precision data dramatically superseeds older set data covering portion data allow determination coefficient momentum expansion puzzle confronting theoretical calculation observe modern nuclear force chiral field tested fail reproduce excitation alpha particle,"['nucl-ex', 'nucl-th']",2,1
2020-06-02,evolution fractional laplacian equation mathbb asymptotic behaviour natural dependent fractional laplacian equation posed whole euclidean space parameter fractional exponent cauchy data lebesgue space posed solution expansive semigroups regularity interesting property main result self similar every mass mass solution converge towards mass space additional property estimate complete picture,['math.AP'],1,10
2023-04-18,quantum computing aid material design material discovery phenomenon practiced since evolution discovery material led development varied field science engineering technology etc slow drawn technological advancement led rapid discovery material creation database documented earlier development intervening technology varying level efficiency advance discovery material past create database quantum computing development advance precision accuracy ground energy molecule geo sio sige zro lih quantum algorithm variational quantum eigensolver vqe database consisting element molecule data hamiltonian ground energy,['quant-ph'],1,5
2021-04-28,scalable metagrating ultrasonic focusing acoustic focusing play pivotal application ranging medical science nondestructive testing work acoustic metagratings overcome inherent efficiency limitation gradient metasurfaces beam steering design acoustic metalenses metagratings ultrasonic focusing beam focusing locally controlling excitation diffraction adiabatically varying metagratings lens aperture metagratings optimized semi analytical genetic algorithm enabling anomalous reflection reflection angle result reveal metalens effectively focus impinging ultrasonic wave focal fwhm lambda focusing metalens demonstrated experimentally validating,['physics.app-ph'],1,4
2020-05-04,distilling spike knowledge distillation spiking neural network spiking neural network snn energy computing architecture exchange spike processing information unlike classical artificial neural network ann snns suited life deployment similar anns snns benefit deeper architecture improved furthermore deep anns memory compute power requirement snns increase size compression becomes necessity knowledge distillation compression enables transferring learning machine learning smaller loss technique knowledge distillation spiking neural network image classification way distill spike larger snn teacher network smaller student network minimally impacting classification accuracy effectiveness experiment standard datasets proposing distillation methodology loss function multi stage knowledge distillation snns intermediate network student network expected avenue deploying snn model resource constrained hardware platform,"['cs.NE', 'cs.CV']",2,0
2018-11-01,characterizing classical surface entropy differential smooth oriented surface euclidean space meromorphic quadratic differential call entropy differential differential arises naturally context realization conservation law natural geometric functional essentially entropy gauss curvature characterize several classical surface enneper surface catenoid helicoid term curvature estimate embedded surface small entropy differential associated compactness,['math.DG'],1,2
2022-11-17,joint audio text training transformer rescorer streaming speech recognition increasing pas streaming speech recognition asr incorporates pas rescoring top conventional pas streaming asr improve recognition accuracy keeping latency latest pas rescoring transformer rescorer take initial output audio embeddings pas choose scoring initial output training transformer rescorer requires expensive paired audio text training data us audio embeddings input joint audio text training transformer rescorer leverage unpaired text data relatively cheaper paired audio text data transformer rescorer joint audio text training librispeech dataset house dataset training improve word error rate wer compared standard transformer rescorer requiring extra parameter latency,"['cs.CL', 'cs.SD', 'eess.AS']",3,3
2018-04-27,spatially coupled sparse regression code design evolution analysis design analysis spatially coupled sparse regression code sparcs barbier communication additive white gaussian noise channel sparcs decoded approximate message passing amp decoder whose predicted equation evolution asymptotic characterization evolution equation sparcs base matrix defines coupling sparc rate characterization predict amp decoding succeed limit base matrix defined parameter omega lambda amp decoding succeeds limit rate mathcal asymptotic indicates parameter base matrix affect decoding progression result presented sparcs defined base matrix,"['cs.IT', 'math.IT']",2,10
2023-06-21,practical entity linking table scientific literature entity linking step towards constructing knowledge graph facilitate advanced answering scientific document retrieval relevant information table document introduces linking entity item wikidata knowledge base adapt linking domain specific entity especially entity embedded table drawn covid scientific literature setup offline instance enables entity linking feasible practice broader infer semantic meaning scientific table leverage structural semantic characteristic table improve overall entity linking,"['cs.IR', 'cs.AI', 'cs.CL']",3,3
2022-05-20,multi tensor contraction xeb verification quantum circuit computational advantage noisy quantum computer demonstrated sampling bitstrings quantum random circuit quantum device could quantified supremacy regime standard linear entropy benchmark xeb theoretical probability required bitstring computational xeb grows exponentially far random circuit qubit sycamore chip verified cycle gate xeb fidelity deeper circuit approximated simplified circuit instead multi tensor contraction algorithm speeding calculation xeb quantum circuit computational reduced memoization demonstration analyzed data qubit sycamore chip exact value corresponding xeb fidelity cycle moderate computing resource gpus algorithm implemented summit supercomputer estimate supremacy cycle circuit would day several order magnitude previously estimated literature,['quant-ph'],1,5
2020-02-14,photon wizard towards educational machine learning code generator despite tremendous effort democratize machine learning especially applied science still hampered lack coding skill programmatic understanding key building machine learning solution argue educational build upon accessibility acceptance graphical user interface convey programming skill applied science target source web photon wizard dynamically translates gui interaction source code python machine learning photon thereby user possessing theoretical machine learning knowledge gain key insight development workflow intuitive understanding custom implementation specifically photon wizard integrates educational machine learning code generator teach user write code designing training optimizing evaluating custom machine learning pipeline,"['cs.SE', 'cs.LG']",2,3
2019-07-09,mapping concentration sub level resolution dual retrieval satellite retrieval become popular monitoring currently improve retrieval variable usually auxiliary addition aerosol optical depth aod kind variable usually resolution varying sub kilometer dozen kilometer generally retrieval variable resolution resampled resolution aod product keep consistency deficiency information contained difference discarded fully information contained scale dual retrieval stage variable influence concentration retrieval coarse resolution stage variable affect distribution finer retrieval resolution sub level resolution retrieved stage coarser resolution input retrieval model linear regression mlr geographically weighted regression gwr random forest generalized regression neural network grnn adopted test dual retrieval compared traditional retrieval dual retrieval mapping finer resolution accuracy dual retrieval fully information contained scale achieving resolution accuracy generation quantitative remote sensing product field promote improvement quantitative remote sensing product,"['physics.ao-ph', 'eess.IV', 'physics.geo-ph']",3,4
2019-08-01,astro apc white tying funding progress inclusion professional astronomy astrophysics field representative diversity people nation aip report woman made percent faculty astronomy physic department number represented minority men woman remain numerous study demonstrated diverse group cognition identity outperform group homogeneous homogeneous comprised achieving expert hong page kleinberg raghu complex task want opportunity progress question must employ diverse team bring heuristic perspective problem currently field tangible motivation encourage project mission program employ team diverse cognitive area identity complex problem managing group organization contracted run effort currently required incentivized employ identity diverse workforce position white recommend agency funding nsf nasa doe etc especially mission project program encourage development retention diverse team requiring documentation progress metric diversity inclusion equity recommend documented progress diversity inclusion metric monitored review alongside project management budget reporting managing group organization proposing administer project behalf agency required competency respect diversity inclusion metric,['astro-ph.IM'],1,2
